task,level,cluster_id,universal_task_id
"Design survey instruments to measure participation in protests, boycotts, petitions, or other forms of collective action.",subfield,U07.03,U07
"Design survey instruments to measure patient experiences, healthcare utilization, or health-related quality of life.",subfield,U07.03,U07
"Design survey instruments to measure perceptions of economic fairness, workplace norms, or organizational culture.",subfield,U07.03,U07
"Design survey instruments to measure political attitudes, party identification, or regime support across countries.",subfield,U07.03,U07
"Design survey instruments to measure preferences for redistribution, taxation, or government intervention.",subfield,U07.03,U07
"Design survey instruments to measure public attitudes toward defense policies, military interventions, or threat perceptions.",subfield,U07.03,U07
"Design survey instruments to measure public attitudes toward economic redistribution, trade policy, or market regulation.",subfield,U07.03,U07
Design survey instruments to measure public trust in governmental institutions and legal systems.,subfield,U07.03,U07
"Design survey instruments to measure religious beliefs, spiritual practices, or congregational experiences among Christian populations.",subfield,U07.03,U07
"Design survey instruments to measure religious beliefs, spiritual practices, or moral attitudes within faith communities.",subfield,U07.03,U07
"Design survey instruments to measure residents' perceptions of neighborhood quality, safety, or community attachment.",subfield,U07.03,U07
"Design survey instruments to measure sense of place, place attachment, or spatial belonging among community members.",subfield,U07.03,U07
"Design survey instruments to measure social media usage patterns, platform preferences, and online behaviors.",subfield,U07.03,U07
Design survey instruments to measure stakeholder attitudes toward contested bioethical issues such as informed consent or end-of-life care.,subfield,U07.03,U07
"Design survey instruments to measure strategic constructs such as competitive positioning, dynamic capabilities, or organizational ambidexterity.",subfield,U07.03,U07
"Design survey instruments to measure taxpayer compliance behavior, perceptions of tax fairness, or preferences for public goods.",subfield,U07.03,U07
"Design survey instruments to measure technology acceptance constructs such as perceived usefulness, ease of use, and behavioral intention.",subfield,U07.03,U07
"Design survey items measuring political attitudes, partisanship, ideology, or policy preferences using validated scales.",subfield,U07.03,U07
Design survey items that capture racial and ethnic self-identification using culturally appropriate categories and response options.,subfield,U07.03,U07
"Design survey items to measure cultural tastes, consumption patterns, or symbolic boundaries among respondents.",subfield,U07.03,U07
"Design survey items to measure political attitudes, trust in institutions, or civic participation.",subfield,U07.03,U07
"Design survey items to measure political knowledge, media trust, or perceived media bias among respondents.",subfield,U07.03,U07
"Design survey items to measure religiosity, spiritual practices, and religious identity across diverse faith traditions.",subfield,U07.03,U07
"Design survey items to measure socioeconomic status, class position, or social mobility experiences.",subfield,U07.03,U07
"Design survey items to measure vote intention, candidate evaluations, and issue positions among likely voters.",subfield,U07.03,U07
"Design survey modules to capture fertility intentions, partnership histories, and household composition.",subfield,U07.03,U07
