field,subfield,task,n_papers,n_involved,prevalence
Library & Information Science,"Libraries, Archives & Information Services",Frame research questions around equity of access and the digital divide across diverse patron populations.,99,8,0.080808
Library & Information Science,"Libraries, Archives & Information Services","Ground research questions in knowledge organization principles when evaluating classification schemes, thesauri, or metadata standards.",99,8,0.080808
Library & Information Science,"Libraries, Archives & Information Services","Navigate privacy, copyright, and consent requirements when providing access to sensitive records or patron data.",99,13,0.131313
Library & Information Science,"Libraries, Archives & Information Services","Partner with community organizations, memory institutions, or academic units to co-design collections and services.",99,5,0.050505
Library & Information Science,"Libraries, Archives & Information Services","Plan usability studies and user experience evaluations of catalogs, discovery layers, and digital library interfaces.",99,3,0.030303
Library & Information Science,"Libraries, Archives & Information Services",Situate studies of digital preservation within archival theory and records lifecycle models for long-term stewardship of materials.,99,4,0.040404
Library & Information Science,"Libraries, Archives & Information Services",Translate user-study findings into service recommendations and best-practice guidelines for practitioners and stakeholders.,99,53,0.535354
Anthropology,Linguistic Anthropology,"Access archival linguistic materials, historical texts, or previously collected language documentation for comparative analysis.",50,32,0.64
Anthropology,Linguistic Anthropology,Account for observer effects and performativity when analyzing naturally occurring speech data.,50,3,0.06
Anthropology,Linguistic Anthropology,"Apply theories of language socialization, indexicality, or language ideology when framing research questions about speech communities.",50,17,0.34
Anthropology,Linguistic Anthropology,Assess whether linguistic patterns and communicative practices will generalize across different speech communities or cultural contexts.,50,5,0.1
Anthropology,Linguistic Anthropology,"Code discourse data for linguistic features such as code-switching, register variation, or pragmatic markers.",50,5,0.1
Anthropology,Linguistic Anthropology,"Collaborate with community members or language consultants to verify transcriptions, translations, and cultural interpretations.",50,14,0.28
Anthropology,Linguistic Anthropology,Conduct participant observation in speech communities to document language use in everyday social interactions.,50,12,0.24
Anthropology,Linguistic Anthropology,Design elicitation protocols to collect naturalistic speech samples and metalinguistic commentary from speakers.,50,8,0.16
Anthropology,Linguistic Anthropology,Develop interview guides that incorporate culturally appropriate discourse norms and address language attitudes or practices.,50,7,0.14
Anthropology,Linguistic Anthropology,"Identify and categorize recurring themes in metalinguistic discourse about language attitudes, identity, or ideology.",50,15,0.3
Anthropology,Linguistic Anthropology,"Navigate ethical considerations specific to documenting endangered languages, including community consent and data sovereignty.",50,5,0.1
