task,level,domain,field,subfield,n_substeps,researcher_hours,elapsed_hours,confidence
Adapt the operative and anesthetic plan to individual patient anatomy and competing clinical risks,subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,13,1.65,2.05,medium
"Design perioperative clinical trials with endpoints measuring pain scores, opioid consumption, and functional recovery.",subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,15,80.67,566.25,medium
Plan randomized controlled trials comparing regional anesthesia techniques to general anesthesia for surgical procedures.,subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,14,118.25,1221.25,medium
Design studies evaluating hemodynamic stability and cardiovascular outcomes during anesthetic management.,subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,14,118.67,1080.0,medium
Recruit surgical patients for studies evaluating anesthetic techniques or perioperative interventions.,subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,9,105.5,478.0,medium
"Collect blood samples to measure drug concentrations, inflammatory markers, or coagulation parameters during surgery.",subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,12,3.7,6.92,medium
Acquire ultrasound imaging data to assess nerve block placement accuracy and regional anesthesia outcomes.,subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,10,55.0,110.33,medium
Obtain neuroimaging data to investigate central nervous system effects of anesthetic agents or chronic pain conditions.,subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,11,245.5,4412.0,medium
"Acquire continuous physiological monitoring data from patients using bedside, ambulatory, or wearable devices",subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,11,131.33,1751.33,medium
Perform standardized physical and physiological measurements in study subjects using calibrated bedside protocols,subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,12,1.33,1.43,high
Record airway device insertion success and airway-related complications during anesthetic management.,subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,10,68.2,146.2,medium
"Perform a priori sample size and statistical power calculations for planned clinical, observational, or survey studies using anticipated effect sizes and event rates.",field,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,11,9.58,16.67,medium
Extract and tabulate outcome data from published trials or case reports for evidence synthesis.,subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,14,54.6,390.3,medium
Harmonize pain assessment scales and sedation scoring systems across multi-site perioperative studies.,subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,13,90.67,1719.25,medium
Standardize anesthesia procedure codes and drug classifications across different institutional databases.,subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,11,181.5,802.0,medium
"Analyze time-to-event outcomes for postoperative complications, recovery milestones, or chronic pain development.",subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,11,55.08,99.92,medium
Estimate treatment effects of analgesic interventions while adjusting for surgical complexity and patient comorbidities.,subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,12,97.25,119.75,medium
Analyze dose-response relationships for anesthetic and analgesic agents accounting for patient-specific covariates.,subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,11,207.5,715.0,medium
"Administer standardized clinical rating scales to grade symptom, motor, or functional severity as study outcomes",subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,10,1.43,2.33,medium
Monitor and record adverse events and tolerability during study interventions to characterize safety,domain,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,12,251.5,1044.17,medium
Develop multivariable risk-prediction models and simplified scoring rules from clinical variables to stratify patient risk,subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,15,151.5,1200.0,medium
Apply intraoperative neuromonitoring such as processed EEG or peripheral nerve stimulation to quantify anesthetic and neuromuscular drug effects.,subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,12,2.98,7.55,medium
Coordinate with operating room staff and surgical teams to facilitate intraoperative data collection and patient enrollment.,subfield,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,10,5.0,8.5,medium
Train and supervise study personnel to ensure consistent application of study data collection procedures,domain,Health Sciences,Medicine & Clinical Sciences,Anesthesiology & Pain Medicine,10,123.5,194.5,medium
Formulate hypotheses about gut-liver axis interactions in chronic liver disease pathogenesis.,subfield,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,8,50.08,210.75,medium
Develop hypotheses regarding gastrointestinal microbiome alterations as drivers of inflammatory bowel disease or metabolic dysfunction.,subfield,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,10,94.92,364.42,medium
Propose mechanisms linking hepatitis viral infection to hepatocellular carcinoma development.,subfield,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,11,69.87,201.87,medium
Generate genetically modified animal lines and characterize their phenotypes to test the causal role of candidate genes,subfield,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,13,385.67,9157.75,medium
Design endoscopy-based studies with standardized biopsy protocols and histological endpoints.,subfield,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,12,94.5,1578.5,medium
Develop clinical trial protocols for evaluating therapeutic interventions in cirrhosis or portal hypertension.,subfield,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,15,194.0,2425.0,medium
Design studies comparing treatment regimens for inflammatory bowel disease with appropriate disease activity indices as endpoints.,subfield,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,11,117.5,972.0,medium
Collect gastrointestinal tissue biopsies during endoscopic procedures for histological or molecular analysis.,subfield,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,9,1.8,1.97,medium
Obtain stool samples from study participants for microbiome sequencing or fecal biomarker analysis.,subfield,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,10,81.83,1588.0,medium
Recruit patients with chronic liver disease from hepatology clinics for longitudinal cohort studies.,subfield,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,12,625.0,2870.67,medium
"Acquire abdominal imaging data including ultrasound elastography, CT, or MRI for assessment of liver fibrosis or steatosis.",subfield,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,11,97.5,3042.75,medium
Obtain cross-sectional imaging for evaluation of pancreatic or biliary pathology in study participants.,subfield,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,11,2.9,33.48,medium
"Administer standardized questionnaires and rating scales to participants to collect self-reported symptoms, behaviors, and psychosocial outcomes",domain,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,9,65.0,341.17,medium
Administer pharmacological or biologic agents to experimental animal models to probe candidate disease mechanisms,subfield,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,14,188.5,1354.58,medium
Establish cell culture models of target tissue as experimental substrates for mechanistic in vitro study,subfield,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,10,48.95,591.7,medium
Link individual-level participant records to external registries and administrative databases to build research cohorts and derive variables,field,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,9,189.83,954.83,medium
Appraise the methodological quality and strength of evidence of included studies using standardized appraisal frameworks,subfield,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,10,46.45,78.45,medium
"Perform the operative, endoscopic, or catheter-based intervention under study in patients with standardized technique",subfield,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,13,2.17,2.35,medium
Harvest and process animal tissue specimens at defined time points for ex vivo functional and molecular analysis,subfield,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,15,25.47,79.8,medium
Perform functional gastrointestinal or pancreatic secretory and breath tests to establish disease or infection status.,subfield,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,9,1.48,22.37,high
"Perform a priori sample size and statistical power calculations for planned clinical, observational, or survey studies using anticipated effect sizes and event rates.",field,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,11,10.13,58.38,medium
"Quantify gene, transcript, and protein expression in cell, tissue, or fluid specimens using molecular and immuno-based laboratory assays.",field,Health Sciences,Medicine & Clinical Sciences,Gastroenterology & Hepatology,11,54.53,80.25,medium
